Feature,Gain,Cover,Frequency,Horizon,Horizon_number,Component
barangayBABAG,2.8233449072160427e-4,0.0010786567730705502,7.908889591901297e-4,H+1,1,XGBoost classifier
barangayCOGON RAMOS (POB.),2.796976210928298e-4,0.0026613519075306597,0.0011072445428661815,H+1,1,XGBoost classifier
barangayBONBON,2.698169149979485e-4,0.0029970708270222685,0.0011072445428661815,H+1,1,XGBoost classifier
barangayBUHISAN,2.68690016497742e-4,1.2030748389086339e-4,4.745333755140778e-4,H+1,1,XGBoost classifier
barangayKASAMBAGAN,2.6200984874471655e-4,8.109932855409455e-5,6.327111673521037e-4,H+1,1,XGBoost classifier
barangayLUZ,2.4932732464668294e-4,0.0022792854273167517,9.490667510281556e-4,H+1,1,XGBoost classifier
barangayBASAK PARDO,2.4031272919507207e-4,1.2133643374355189e-4,4.745333755140778e-4,H+1,1,XGBoost classifier
barangayPIT-OS,2.2376866621129157e-4,0.001789602989488404,9.490667510281556e-4,H+1,1,XGBoost classifier
barangaySUBA POB. (SUBA SAN NICOLAS),2.222063751087326e-4,2.710462267094891e-4,6.327111673521037e-4,H+1,1,XGBoost classifier
barangayLUSARAN,2.15200875436897e-4,2.0851091079244845e-4,6.327111673521037e-4,H+1,1,XGBoost classifier
barangayPAMUTAN,2.1335661830001042e-4,0.003512895425325695,0.0012654223347042075,H+1,1,XGBoost classifier
barangayTEJERO (VILLA GONZALO),2.1072097766391363e-4,1.2038887632198915e-4,1.5817779183802593e-4,H+1,1,XGBoost classifier
barangayERMITA (POB.),1.9591433723925613e-4,0.0011208173655377414,7.908889591901297e-4,H+1,1,XGBoost classifier
barangaySAN JOSE,1.9385511611527125e-4,0.0013591502543961317,6.327111673521037e-4,H+1,1,XGBoost classifier
barangaySIRAO,1.906571674365576e-4,4.1958788902968816e-4,4.745333755140778e-4,H+1,1,XGBoost classifier
barangayBINALIW,1.586713710887992e-4,0.0012889346604434899,7.908889591901297e-4,H+1,1,XGBoost classifier
barangayBUSAY (POB.),1.4604381149364338e-4,4.20196846276682e-5,3.1635558367605187e-4,H+1,1,XGBoost classifier
barangayPARI-AN,1.2434649442731856e-4,1.3434495725376058e-4,3.1635558367605187e-4,H+1,1,XGBoost classifier
barangayLOREGA (LOREGA SAN MIGUEL),1.2214385424711246e-4,2.183651969102041e-5,3.1635558367605187e-4,H+1,1,XGBoost classifier
barangayKALUBIHAN (POB.),1.1927801889323373e-4,4.1732546475379e-4,3.1635558367605187e-4,H+1,1,XGBoost classifier
barangayCENTRAL (POB.),1.1250504024674846e-4,0.0011310528930367817,4.745333755140778e-4,H+1,1,XGBoost classifier
barangaySUDLON II,9.85411925239329e-5,9.109455685417135e-4,3.1635558367605187e-4,H+1,1,XGBoost classifier
barangaySAMBAG II (POB.),9.579366966157505e-5,4.379915075915781e-4,3.1635558367605187e-4,H+1,1,XGBoost classifier
barangayT. PADILLA,8.023442484594651e-5,0.0012379220797187121,4.745333755140778e-4,H+1,1,XGBoost classifier
barangayKALUNASAN,6.952469735110219e-5,6.888137625254208e-5,3.1635558367605187e-4,H+1,1,XGBoost classifier
barangayINAYAWAN,5.820473109921298e-5,4.5801388053891266e-6,1.5817779183802593e-4,H+1,1,XGBoost classifier
barangayBASAK SAN NICOLAS,5.4744628406524255e-5,6.675095710623871e-6,3.1635558367605187e-4,H+1,1,XGBoost classifier
barangayCAPITOL SITE (POB.),5.4129396866726436e-5,4.147630478823762e-6,1.5817779183802593e-4,H+1,1,XGBoost classifier
barangayPASIL,5.4121885746299235e-5,2.3293211403627992e-4,1.5817779183802593e-4,H+1,1,XGBoost classifier
